"credit_risk","age","amount","credit_history","duration","employment_duration","foreign_worker","housing","installment_rate","job","number_credits","other_debtors","other_installment_plans","people_liable","personal_status_sex","present_residence","property","purpose","savings","status","telephone"
"832","bad",23,1216,"no credits taken/all credits paid back duly",18,"< 1 yr","no","for free","< 20","skilled employee/official","1","none","none","0 to 2","female : non-single or male : single","4 <= ... < 7 yrs","building soc. savings agr. / life insurance","others","unknown/no savings account","no checking account","yes (under customer name)"
"833","bad",NA,11816,"delay in paying off in the past",45,NA,"no","for free","25 <= ... < 35","skilled employee/official","2-3","none","none","0 to 2","male : married/widowed",">= 7 yrs","building soc. savings agr. / life insurance","retraining","unknown/no savings account","no checking account","no"
"834","good",NA,5084,"no credits taken/all credits paid back duly",24,">= 7 yrs","no","rent","25 <= ... < 35","skilled employee/official","1","none","none","0 to 2","female : non-single or male : single",">= 7 yrs","building soc. savings agr. / life insurance","furniture/equipment","... >= 1000 DM","... < 0 DM","yes (under customer name)"
"835","bad",25,2327,"no credits taken/all credits paid back duly",15,"< 1 yr","no","rent","25 <= ... < 35","unskilled - resident","1","none","none","0 to 2","female : non-single or male : single","4 <= ... < 7 yrs","unknown / no property","furniture/equipment","unknown/no savings account","0<= ... < 200 DM","no"
"836","bad",48,1082,"delay in paying off in the past",12,"1 <= ... < 4 yrs","no","rent","< 20","skilled employee/official","2-3","none","bank","0 to 2","male : married/widowed",">= 7 yrs","building soc. savings agr. / life insurance","others","unknown/no savings account","no checking account","no"
"837","good",21,886,"no credits taken/all credits paid back duly",12,"1 <= ... < 4 yrs","no","rent","< 20","skilled employee/official","1","none","none","0 to 2","female : non-single or male : single","1 <= ... < 4 yrs","building soc. savings agr. / life insurance","furniture/equipment","... >= 1000 DM","... >= 200 DM / salary for at least 1 year","no"
"838","good",23,601,"no credits taken/all credits paid back duly",4,"< 1 yr","no","for free",">= 35","unskilled - resident","1","none","none","3 or more","female : non-single or male : single","4 <= ... < 7 yrs","unknown / no property","car (used)","unknown/no savings account","... >= 200 DM / salary for at least 1 year","no"
"839","good",63,2957,"all credits at this bank paid back duly",24,">= 7 yrs","no","rent","< 20","skilled employee/official","2-3","none","none","0 to 2","male : married/widowed",">= 7 yrs","car or other","car (new)","unknown/no savings account","no checking account","yes (under customer name)"
"840","good",NA,2611,"all credits at this bank paid back duly",24,">= 7 yrs","no","rent","< 20","skilled employee/official","2-3","co-applicant","none","0 to 2","female : single","4 <= ... < 7 yrs","unknown / no property","furniture/equipment","unknown/no savings account","... >= 200 DM / salary for at least 1 year","no"
"841","bad",29,5179,"no credits taken/all credits paid back duly",36,"4 <= ... < 7 yrs","no","rent","< 20","skilled employee/official","1","none","none","0 to 2","male : married/widowed","1 <= ... < 4 yrs","car or other","car (used)","unknown/no savings account","no checking account","no"
"842","good",28,2993,"existing credits paid back duly till now",21,"1 <= ... < 4 yrs","no","rent","20 <= ... < 25","unskilled - resident","2-3","none","stores","0 to 2","male : married/widowed","1 <= ... < 4 yrs","unknown / no property","car (new)","unknown/no savings account","... >= 200 DM / salary for at least 1 year","no"
"843","bad",23,1943,"no credits taken/all credits paid back duly",18,"< 1 yr","no","rent","< 20","skilled employee/official","1","none","none","0 to 2","female : non-single or male : single",">= 7 yrs","unknown / no property","domestic appliances","unknown/no savings account","... >= 200 DM / salary for at least 1 year","no"
"844","good",50,1559,"critical account/other credits elsewhere",24,"4 <= ... < 7 yrs","no","rent","< 20","skilled employee/official","1","none","bank","0 to 2","male : married/widowed",">= 7 yrs","building soc. savings agr. / life insurance","retraining","unknown/no savings account","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"845","good",47,3422,"no credits taken/all credits paid back duly",18,">= 7 yrs","no","rent","< 20","skilled employee/official","4-5","none","bank","3 or more","male : married/widowed",">= 7 yrs","car or other","car (used)","unknown/no savings account","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"846","good",NA,3976,"no credits taken/all credits paid back duly",21,"4 <= ... < 7 yrs","no","rent","25 <= ... < 35","skilled employee/official","1","none","none","0 to 2","male : married/widowed","4 <= ... < 7 yrs","building soc. savings agr. / life insurance","car (used)","... >= 1000 DM","... < 0 DM","yes (under customer name)"
"847","bad",68,6761,"no credits taken/all credits paid back duly",18,"1 <= ... < 4 yrs","no","for free","25 <= ... < 35","skilled employee/official","2-3","none","none","0 to 2","male : married/widowed",">= 7 yrs","building soc. savings agr. / life insurance","others","... >= 1000 DM","... >= 200 DM / salary for at least 1 year","no"
"848","good",28,1249,"no credits taken/all credits paid back duly",24,"< 1 yr","no","rent","< 20","skilled employee/official","1","none","none","0 to 2","female : single","1 <= ... < 4 yrs","unknown / no property","others","unknown/no savings account","... >= 200 DM / salary for at least 1 year","no"
"849","good",59,1364,"no credits taken/all credits paid back duly",9,"4 <= ... < 7 yrs","no","rent","20 <= ... < 25","skilled employee/official",NA,"none","none","0 to 2","male : married/widowed",">= 7 yrs","unknown / no property","furniture/equipment","unknown/no savings account","no checking account","no"
"850","bad",57,709,"no credits taken/all credits paid back duly",12,">= 7 yrs","no","rent","< 20","unskilled - resident","1","none","stores","0 to 2","male : married/widowed",">= 7 yrs","unknown / no property","furniture/equipment","unknown/no savings account","no checking account","no"
"851","bad",33,2235,"all credits at this bank paid back duly",20,"1 <= ... < 4 yrs","yes","for free","< 20","skilled employee/official","2-3","guarantor","bank","0 to 2","female : single","1 <= ... < 4 yrs","car or other","others","unknown/no savings account","no checking account","no"
"852","good",43,4042,"all credits at this bank paid back duly",24,"4 <= ... < 7 yrs","no","rent","20 <= ... < 25","skilled employee/official","2-3","none","none","0 to 2","male : married/widowed",">= 7 yrs","car or other","car (new)","... >= 1000 DM","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"853","good",35,1471,"all credits at this bank paid back duly",15,"1 <= ... < 4 yrs","no","own","< 20","skilled employee/official","2-3","none","none","0 to 2","male : married/widowed",">= 7 yrs","real estate","furniture/equipment","unknown/no savings account","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"854","bad",32,1442,"critical account/other credits elsewhere",18,"4 <= ... < 7 yrs","no","own","< 20","unskilled - resident","2-3","none","none","3 or more","male : married/widowed",">= 7 yrs","real estate","others","unknown/no savings account","no checking account","no"
"855","good",45,10875,"existing credits paid back duly till now",36,">= 7 yrs","no","rent","25 <= ... < 35","skilled employee/official","2-3","none","none","3 or more","male : married/widowed","1 <= ... < 4 yrs","building soc. savings agr. / life insurance","others","unknown/no savings account","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"856","good",33,1474,"no credits taken/all credits paid back duly",24,"< 1 yr","no","rent","< 20","skilled employee/official","1","none","none","0 to 2","female : single","4 <= ... < 7 yrs","unknown / no property","others","... < 100 DM","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"857","good",40,894,"no credits taken/all credits paid back duly",10,"4 <= ... < 7 yrs","no","rent","< 20","skilled employee/official","1","none","none","0 to 2","female : non-single or male : single","4 <= ... < 7 yrs","car or other","vacation","... >= 1000 DM","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"858","good",28,3343,"all credits at this bank paid back duly",15,"1 <= ... < 4 yrs","no","own","< 20","skilled employee/official","1","none","none","0 to 2","male : married/widowed","1 <= ... < 4 yrs","real estate","car (used)","unknown/no savings account","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"859","bad",29,3959,"no credits taken/all credits paid back duly",15,"1 <= ... < 4 yrs","no","rent","20 <= ... < 25","skilled employee/official","1","none","none","0 to 2","female : non-single or male : single","1 <= ... < 4 yrs","car or other","others","unknown/no savings account","no checking account","yes (under customer name)"
"860","good",NA,3577,"no credits taken/all credits paid back duly",9,"1 <= ... < 4 yrs","yes","for free",">= 35","skilled employee/official","1","guarantor","none","3 or more","male : married/widowed","1 <= ... < 4 yrs","unknown / no property","others","... < 100 DM","... >= 200 DM / salary for at least 1 year","no"
"861","good",27,5804,"all credits at this bank paid back duly",24,"1 <= ... < 4 yrs","no","rent","< 20","skilled employee/official","2-3","none","none","0 to 2","male : married/widowed","1 <= ... < 4 yrs","unknown / no property","car (new)","500 <= ... < 1000 DM","... >= 200 DM / salary for at least 1 year","no"
"862","bad",28,2169,"existing credits paid back duly till now",18,NA,"no","rent","< 20","skilled employee/official","1","none","none","0 to 2","female : single","1 <= ... < 4 yrs","building soc. savings agr. / life insurance","retraining","unknown/no savings account","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"863","bad",35,2439,"no credits taken/all credits paid back duly",24,NA,"no","rent","< 20","skilled employee/official","1","none","none","0 to 2","female : non-single or male : single",">= 7 yrs","unknown / no property","furniture/equipment","unknown/no savings account","no checking account","yes (under customer name)"
"864","good",32,4526,"all credits at this bank paid back duly",27,"< 1 yr","no","rent","< 20","unskilled - resident","2-3","none","stores","3 or more","male : married/widowed","1 <= ... < 4 yrs","unknown / no property","car (used)","500 <= ... < 1000 DM","... >= 200 DM / salary for at least 1 year","yes (under customer name)"
"865","bad",NA,2210,"no credits taken/all credits paid back duly",10,"1 <= ... < 4 yrs","no","for free","25 <= ... < 35","unskilled - resident","1","none","bank","0 to 2","male : married/widowed","1 <= ... < 4 yrs","unknown / no property","car (used)","unknown/no savings account","... >= 200 DM / salary for at least 1 year","no"
"866","good",20,2221,"no credits taken/all credits paid back duly",15,"1 <= ... < 4 yrs","no","for free","25 <= ... < 35","skilled employee/official","1","none","none","0 to 2","female : non-single or male : single",">= 7 yrs","building soc. savings agr. / life insurance","car (used)","100 <= ... < 500 DM","... >= 200 DM / salary for at least 1 year","no"
"867","good",27,2389,"no credits taken/all credits paid back duly",18,NA,"no","rent","< 20","skilled employee/official","1","none","stores","0 to 2","female : non-single or male : single","< 1 yr","building soc. savings agr. / life insurance","furniture/equipment","unknown/no savings account","no checking account","no"
"868","good",0,3331,"all credits at this bank paid back duly",12,NA,"no","rent","25 <= ... < 35","skilled employee/official","1","none","stores","0 to 2","male : married/widowed",">= 7 yrs","car or other","car (used)","unknown/no savings account","... >= 200 DM / salary for at least 1 year","no"
"869","good",37,7409,"no credits taken/all credits paid back duly",36,">= 7 yrs","no","rent","20 <= ... < 25","skilled employee/official","2-3","none","none","0 to 2","male : married/widowed","1 <= ... < 4 yrs","car or other","retraining","... >= 1000 DM","... >= 200 DM / salary for at least 1 year","no"
